8id,commentaries
23419,White resigns
76381,White resigns
3065,White resigns
48662,White resigns
48075,White resigns
52876,White resigns
14476,White resigns
50843,White resigns
758,White resigns
73991,White resigns
31785,White resigns
10992,White resigns
33540,White resigns
27157,White resigns
34723,White resigns
61030,White resigns
41534,White resigns
53413,White resigns
29319,White resigns
14582,White resigns
50317,White resigns
77688,White resigns
65641,White resigns
30376,White resigns
15703,White resigns
13845,White resigns
7539,White resigns
1100,White resigns
41426,White resigns
78220,White resigns
30652,White resigns
7837,White resigns
58629,White resigns
76956,White resigns
18871,White resigns
16270,White resigns
26570,White resigns
23554,White resigns
19916,White resigns
63817,White resigns
45036,White resigns
30319,White resigns
42129,White resigns
43127,White resigns
22785,White resigns
42948,White resigns
47263,White resigns
71964,White resigns
25148,White resigns
52290,White resigns
60342,White resigns
42856,White resigns
35378,White resigns
31150,White resigns
52554,White resigns
63074,White resigns
54923,White resigns
27165,White resigns
4415,White resigns
15395,White resigns
48272,White resigns
22020,White resigns
49158,White resigns
2570,White resigns
56979,White resigns
64014,White resigns
61591,White resigns
34516,White resigns
70586,White resigns
16490,White resigns
38700,White resigns
41787,White resigns
71342,White resigns
53312,White resigns
80877,White resigns
45197,White resigns
65756,White resigns
53280,White resigns
5054,White resigns
48620,White resigns
34984,White resigns
474,White resigns
3064,White resigns
7019,White resigns
7656,White resigns
13893,White resigns
77652,White resigns
15024,White resigns
44383,White resigns
3093,White resigns
30166,White resigns
70028,White resigns
80194,White resigns
357,White resigns
73081,White resigns
49819,White resigns
8417,White resigns
66022,White resigns
13869,White resigns
75940,White resigns
17340,White resigns
37989,White resigns
54556,White resigns
30295,White resigns
68541,White resigns
24376,White resigns
69683,White resigns
73812,White resigns
24747,White resigns
39160,White resigns
45316,White resigns
31221,White resigns
68599,White resigns
35717,White resigns
7807,White resigns
66543,White resigns
73946,White resigns
18112,White resigns
45081,White resigns
39994,White resigns
31401,White resigns
47227,White resigns
78852,White resigns
56223,White resigns
77134,White resigns
59481,White resigns
71237,White resigns
72497,White resigns
62962,White resigns
34022,White resigns
7336,White resigns
60310,White resigns
32268,White resigns
43160,White resigns
26052,White resigns
18794,White resigns
226,White resigns
268,White resigns
4200,White resigns
62028,White resigns
32313,White resigns
64087,White resigns
23268,White resigns
45686,White resigns
24103,White resigns
38041,White resigns
75429,White resigns
12576,White resigns
78,White resigns
10455,White resigns
18881,White resigns
58741,White resigns
1093,White resigns
32441,White resigns
37557,White resigns
27238,White resigns
29344,White resigns
80286,White resigns
10615,White resigns
76695,White resigns
29956,White resigns
68958,White resigns
27925,White resigns
27206,White resigns
49168,White resigns
51238,White resigns
21948,White resigns
4853,White resigns
57984,White resigns
20522,White resigns
237,White resigns
65145,White resigns
73398,White resigns
79009,White resigns
44800,White resigns
3555,White resigns
20210,White resigns
28394,White resigns
37646,White resigns
54745,White resigns
3908,White resigns
3216,White resigns
26749,White resigns
10713,White resigns
39270,White resigns
63937,White resigns
60569,White resigns
24511,White resigns
38731,White resigns
7870,White resigns
18376,White resigns
40987,White resigns
52886,White resigns
27653,White resigns
4136,White resigns
35560,White resigns
70538,White resigns
64493,White resigns
62320,White resigns
22776,White resigns
332,White resigns
39679,White resigns
23361,White resigns
34906,White resigns
71289,White resigns
54010,White resigns
62091,White resigns
64979,White resigns
58231,White resigns
70190,White resigns
41025,White resigns
48576,White resigns
45113,White resigns
69132,White resigns
13680,White resigns
62784,White resigns
69080,White resigns
9955,White resigns
73487,White resigns
24885,White resigns
63463,White resigns
10894,White resigns
56547,White resigns
27997,White resigns
7925,White resigns
18507,White resigns
4324,White resigns
38286,White resigns
43372,White resigns
61248,White resigns
36107,White resigns
38207,White resigns
37761,White resigns
48828,White resigns
46625,White resigns
68529,White resigns
70197,White resigns
10432,White resigns
60728,White resigns
32151,White resigns
36630,White resigns
38564,White resigns
69046,White resigns
20888,White resigns
73949,White resigns
19596,White resigns
31108,White resigns
67105,White resigns
14091,White resigns
28955,White resigns
18150,White resigns
56289,White resigns
32533,White resigns
38282,White resigns
29324,White resigns
80168,White resigns
23169,White resigns
9924,White resigns
24001,White resigns
64309,White resigns
48585,White resigns
47798,White resigns
63279,White resigns
72290,White resigns
59952,White resigns
59625,White resigns
25793,White resigns
10887,White resigns
27338,White resigns
58378,White resigns
13252,White resigns
59167,White resigns
21176,White resigns
48856,White resigns
30753,White resigns
59356,White resigns
22674,White resigns
16092,White resigns
40371,White resigns
66341,White resigns
5325,White resigns
55841,White resigns
9001,White resigns
27398,White resigns
57124,White resigns
44653,White resigns
76044,White resigns
50960,White resigns
61933,White resigns
50268,White resigns
62956,White resigns
33821,White resigns
5860,White resigns
22414,White resigns
67484,White resigns
11392,White resigns
5630,White resigns
10906,White resigns
64420,White resigns
72074,White resigns
43672,White resigns
12790,White resigns
19887,White resigns
49527,White resigns
44084,White resigns
50529,White resigns
67674,White resigns
61658,White resigns
5043,White resigns
74978,White resigns
55904,White resigns
45618,White resigns
13946,White resigns
34218,White resigns
71695,White resigns
52595,White resigns
8847,White resigns
29177,White resigns
59431,White resigns
19670,White resigns
25103,White resigns
12921,White resigns
1445,White resigns
73542,White resigns
50285,White resigns
63762,White resigns
20781,White resigns
56302,White resigns
44676,White resigns
57019,White resigns
44966,White resigns
15357,White resigns
37464,White resigns
60019,White resigns
51453,White resigns
53074,White resigns
13329,White resigns
31846,White resigns
17735,White resigns
43353,White resigns
46650,White resigns
71246,White resigns
9938,White resigns
39942,White resigns
64764,White resigns
39826,White resigns
4521,White resigns
35313,White resigns
6184,White resigns
80057,White resigns
52591,White resigns
55488,White resigns
45266,White resigns
64783,White resigns
72145,White resigns
5,White resigns
43918,White resigns
48204,White resigns
34292,White resigns
1251,White resigns
73950,White resigns
79552,White resigns
47695,White resigns
77551,White resigns
53132,White resigns
63807,White resigns
22058,White resigns
10744,White resigns
62325,White resigns
3521,White resigns
23079,White resigns
63167,White resigns
59642,White resigns
58861,White resigns
31414,White resigns
67392,White resigns
47663,White resigns
15565,White resigns
51565,White resigns
51824,White resigns
75937,White resigns
46634,White resigns
30344,White resigns
49315,White resigns
77108,White resigns
36744,White resigns
43020,White resigns
37322,White resigns
44718,White resigns
13150,White resigns
59242,White resigns
11373,White resigns
51358,White resigns
16196,White resigns
47471,White resigns
29779,White resigns
63669,White resigns
78820,White resigns
9129,White resigns
73571,White resigns
73346,White resigns
33953,White resigns
37287,White resigns
26378,White resigns
80797,White resigns
73284,White resigns
2788,White resigns
76800,White resigns
64597,White resigns
70653,White resigns
61486,White resigns
19689,White resigns
11758,White resigns
57711,White resigns
67574,White resigns
52889,White resigns
27585,White resigns
80483,White resigns
61575,White resigns
31278,White resigns
49208,White resigns
73625,White resigns
45409,White resigns
5549,White resigns
1345,White resigns
76186,White resigns
40918,White resigns
52356,White resigns
30329,White resigns
16781,White resigns
17082,White resigns
77359,White resigns
63840,White resigns
41564,White resigns
54480,White resigns
5431,White resigns
72738,White resigns
22091,White resigns
19547,White resigns
48467,White resigns
22768,White resigns
36358,White resigns
50806,White resigns
49918,White resigns
3336,White resigns
67137,White resigns
48057,White resigns
76896,White resigns
657,White resigns
23437,White resigns
35256,White resigns
77446,White resigns
51710,White resigns
40704,White resigns
64931,White resigns
45701,White resigns
46294,White resigns
27839,White resigns
76621,White resigns
16906,White resigns
79825,White resigns
17144,White resigns
34163,White resigns
48627,White resigns
11427,White resigns
71986,White resigns
32299,White resigns
14377,White resigns
49109,White resigns
18162,White resigns
12118,White resigns
77341,White resigns
20111,White resigns
74275,White resigns
28928,White resigns
38710,White resigns
27603,White resigns
28825,White resigns
7671,White resigns
66230,White resigns
4821,White resigns
17967,White resigns
59411,White resigns
12361,White resigns
72255,White resigns
28782,White resigns
31322,White resigns
18600,White resigns
8630,White resigns
24297,White resigns
11384,White resigns
48250,White resigns
20783,White resigns
55523,White resigns
15060,White resigns
8684,White resigns
61874,White resigns
40518,White resigns
30330,White resigns
80530,White resigns
18768,White resigns
60104,White resigns
25616,White resigns
62125,White resigns
67980,White resigns
47397,White resigns
65261,White resigns
41583,White resigns
72178,White resigns
50652,White resigns
47162,White resigns
71623,White resigns
980,White resigns
75256,White resigns
73579,White resigns
80238,White resigns
71641,White resigns
30895,White resigns
59381,White resigns
24985,White resigns
58249,White resigns
61652,White resigns
6231,White resigns
57338,White resigns
43075,White resigns
16941,White resigns
77890,White resigns
53998,White resigns
51778,White resigns
80018,White resigns
59914,White resigns
36244,White resigns
25655,White resigns
34517,White resigns
55420,White resigns
13822,White resigns
69924,White resigns
58913,White resigns
14927,White resigns
65273,White resigns
51347,White resigns
7754,White resigns
45024,White resigns
51759,White resigns
32868,White resigns
78263,White resigns
17831,White resigns
75831,White resigns
22501,White resigns
46070,White resigns
59265,White resigns
24092,White resigns
21414,White resigns
31820,White resigns
11211,White resigns
22528,White resigns
26162,White resigns
2203,White resigns
48485,White resigns
58417,White resigns
25065,White resigns
53893,White resigns
78926,White resigns
3387,White resigns
60813,White resigns
17951,White resigns
59066,White resigns
10727,White resigns
58577,White resigns
31066,White resigns
49383,White resigns
73065,White resigns
52280,White resigns
57362,White resigns
73425,White resigns
72202,White resigns
69175,White resigns
63642,White resigns
33245,White resigns
38850,White resigns
77394,White resigns
5180,White resigns
55044,White resigns
48032,White resigns
22558,White resigns
8233,White resigns
24617,White resigns
15317,White resigns
24307,White resigns
71128,White resigns
80263,White resigns
22460,White resigns
53725,White resigns
32911,White resigns
78731,White resigns
78240,White resigns
72760,White resigns
79554,White resigns
3809,White resigns
17213,White resigns
34519,White resigns
32662,White resigns
51114,White resigns
62388,White resigns
39177,White resigns
16342,White resigns
52415,White resigns
47760,White resigns
33794,White resigns
17514,White resigns
46335,White resigns
101,White resigns
9443,White resigns
58473,White resigns
52093,White resigns
49325,White resigns
60882,White resigns
45143,White resigns
60275,White resigns
39170,White resigns
33057,White resigns
14110,White resigns
41091,White resigns
44847,White resigns
66056,White resigns
26054,White resigns
27928,White resigns
77438,White resigns
31870,White resigns
36518,White resigns
61765,White resigns
38118,White resigns
54775,White resigns
9221,White resigns
60056,White resigns
9345,White resigns
35310,White resigns
76136,White resigns
24881,White resigns
31260,White resigns
15841,White resigns
18560,White resigns
31789,White resigns
26177,White resigns
37423,White resigns
79095,White resigns
5797,White resigns
1585,White resigns
35477,White resigns
36302,White resigns
47958,White resigns
14579,White resigns
22912,White resigns
25624,White resigns
65091,White resigns
33852,White resigns
29632,White resigns
19727,White resigns
67561,White resigns
30614,White resigns
68777,White resigns
64663,White resigns
12945,White resigns
56707,White resigns
16826,White resigns
20619,White resigns
4345,White resigns
36109,White resigns
44575,White resigns
46990,White resigns
71717,White resigns
15366,White resigns
52866,White resigns
27791,White resigns
49052,White resigns
35229,White resigns
49695,White resigns
36642,White resigns
58444,White resigns
12362,White resigns
69601,White resigns
30380,White resigns
41072,White resigns
59599,White resigns
30878,White resigns
42364,White resigns
44757,White resigns
77628,White resigns
78475,White resigns
68263,White resigns
70401,White resigns
52514,White resigns
12676,White resigns
4832,White resigns
28081,White resigns
15896,White resigns
26683,White resigns
50231,White resigns
79423,White resigns
23022,White resigns
11312,White resigns
9074,White resigns
1282,White resigns
20701,White resigns
29285,White resigns
35557,White resigns
7294,White resigns
73195,White resigns
14906,White resigns
13908,White resigns
24765,White resigns
59576,White resigns
10754,White resigns
1020,White resigns
79815,White resigns
48033,White resigns
42296,White resigns
5389,White resigns
27766,White resigns
15431,White resigns
78666,White resigns
49568,White resigns
80484,White resigns
56032,White resigns
18537,White resigns
15364,White resigns
9374,White resigns
47709,White resigns
58997,White resigns
62719,White resigns
80593,White resigns
65842,White resigns
58940,White resigns
55584,White resigns
75653,White resigns
20379,White resigns
53544,White resigns
52541,White resigns
22551,White resigns
51178,White resigns
40410,White resigns
62417,White resigns
26181,White resigns
4028,White resigns
15125,White resigns
7457,White resigns
30429,White resigns
34468,White resigns
4846,White resigns
35983,White resigns
15872,White resigns
78491,White resigns
75531,White resigns
26771,White resigns
46403,White resigns
8142,White resigns
5327,White resigns
42082,White resigns
31137,White resigns
2708,White resigns
61490,White resigns
58640,White resigns
22193,White resigns
1941,White resigns
3873,White resigns
11009,White resigns
51378,White resigns
665,White resigns
11368,White resigns
6342,White resigns
78765,White resigns
53628,White resigns
7743,White resigns
15101,White resigns
32625,White resigns
10400,White resigns
2655,White resigns
14798,White resigns
21665,White resigns
64928,White resigns
77240,White resigns
18991,White resigns
58290,White resigns
11240,White resigns
1687,White resigns
61392,White resigns
2100,White resigns
35630,White resigns
67985,White resigns
28452,White resigns
54028,White resigns
75089,White resigns
31100,White resigns
1831,White resigns
2337,White resigns
28471,White resigns
25778,White resigns
58982,White resigns
63602,White resigns
7071,White resigns
7785,White resigns
60173,White resigns
4664,White resigns
9536,White resigns
80587,White resigns
54812,White resigns
9761,White resigns
77937,White resigns
44979,White resigns
66601,White resigns
52371,White resigns
50459,White resigns
14167,White resigns
54862,White resigns
9331,White resigns
39793,White resigns
11969,White resigns
71423,White resigns
33039,White resigns
17663,White resigns
49294,White resigns
35678,White resigns
5492,White resigns
40854,White resigns
22902,White resigns
6593,White resigns
56469,White resigns
23115,White resigns
66717,White resigns
38720,White resigns
41271,White resigns
22885,White resigns
9395,White resigns
58509,White resigns
53976,White resigns
72088,White resigns
25560,White resigns
66272,White resigns
30768,White resigns
23743,White resigns
34232,White resigns
3128,White resigns
14092,White resigns
1643,White resigns
63403,White resigns
32876,White resigns
62199,White resigns
79913,White resigns
7172,White resigns
29418,White resigns
78529,White resigns
9486,White resigns
50075,White resigns
1990,White resigns
19522,White resigns
34894,White resigns
28086,White resigns
16172,White resigns
5971,White resigns
35512,White resigns
17834,White resigns
14086,White resigns
51872,White resigns
53266,White resigns
25123,White resigns
7527,White resigns
48268,White resigns
53099,White resigns
9055,White resigns
12780,White resigns
8224,White resigns
9500,White resigns
13746,White resigns
22004,White resigns
75138,White resigns
35881,White resigns
79076,White resigns
32774,White resigns
21655,White resigns
26750,White resigns
18318,White resigns
59245,White resigns
9785,White resigns
37655,White resigns
3464,White resigns
64423,White resigns
69311,White resigns
60927,White resigns
39575,White resigns
40866,White resigns
72341,White resigns
65216,White resigns
75122,White resigns
77202,White resigns
41671,White resigns
58910,White resigns
17395,White resigns
54810,White resigns
53044,White resigns
39910,White resigns
70084,White resigns
76849,White resigns
67877,White resigns
52022,White resigns
63779,White resigns
44180,White resigns
51484,White resigns
67257,White resigns
19585,White resigns
52441,White resigns
46308,White resigns
50645,White resigns
55025,White resigns
23345,White resigns
61188,White resigns
29969,White resigns
78793,White resigns
65904,White resigns
19325,White resigns
28910,White resigns
11049,White resigns
18883,White resigns
61937,White resigns
76150,White resigns
12280,White resigns
49070,White resigns
72843,White resigns
79512,White resigns
23631,White resigns
11267,White resigns
48520,White resigns
75701,White resigns
15300,White resigns
53749,White resigns
40064,White resigns
25992,White resigns
45072,White resigns
67196,White resigns
33142,White resigns
48834,White resigns
28852,White resigns
77771,White resigns
68205,White resigns
40775,White resigns
2987,White resigns
56314,White resigns
561,White resigns
50411,White resigns
61222,White resigns
58547,White resigns
60873,White resigns
48498,White resigns
43537,White resigns
37108,White resigns
41650,White resigns
41321,White resigns
37076,White resigns
34264,White resigns
29666,White resigns
46386,White resigns
19249,White resigns
65209,White resigns
15838,White resigns
44607,White resigns
36150,White resigns
73788,White resigns
57672,White resigns
12583,White resigns
42442,White resigns
32686,White resigns
71618,White resigns
7600,White resigns
46039,White resigns
80833,White resigns
42838,White resigns
34455,White resigns
51415,White resigns
6389,White resigns
32529,White resigns
52436,White resigns
50595,White resigns
28422,White resigns
68681,White resigns
30650,White resigns
43749,White resigns
36229,White resigns
12406,White resigns
10986,White resigns
50320,White resigns
23236,White resigns
3924,White resigns
65673,White resigns
74534,White resigns
75323,White resigns
28486,White resigns
22998,White resigns
13333,White resigns
17172,White resigns
36364,White resigns
38443,White resigns
62029,White resigns
58102,White resigns
42225,White resigns
47553,White resigns
15809,White resigns
40947,White resigns
63062,White resigns
72433,White resigns
59919,White resigns
40401,White resigns
27786,White resigns
62439,White resigns
40913,White resigns
67285,White resigns
26475,White resigns
33907,White resigns
32074,White resigns
3243,White resigns
52128,White resigns
63955,White resigns
58722,White resigns
67606,White resigns
51621,White resigns
78866,White resigns
50303,White resigns
57843,White resigns
16794,White resigns
53792,White resigns
65164,White resigns
44479,White resigns
74541,White resigns
80633,White resigns
59435,White resigns
7222,White resigns
29902,White resigns
12343,White resigns
14520,White resigns
77390,White resigns
22412,White resigns
7957,White resigns
75446,White resigns
57078,White resigns
7550,White resigns
17250,White resigns
71819,White resigns
73666,White resigns
74174,White resigns
10002,White resigns
32548,White resigns
16025,White resigns
73296,White resigns
19953,White resigns
55310,White resigns
51548,White resigns
37512,White resigns
11706,White resigns
70016,White resigns
58255,White resigns
18704,White resigns
50647,White resigns
14345,White resigns
1620,White resigns
47580,White resigns
26489,White resigns
26277,White resigns
73517,White resigns
70726,White resigns
5348,White resigns
74077,White resigns
66545,White resigns
39520,White resigns
34266,White resigns
59607,White resigns
76433,White resigns
71309,White resigns
67908,White resigns
27344,White resigns
68473,White resigns
1428,White resigns
75437,White resigns
52658,White resigns
79392,White resigns
5612,White resigns
76016,White resigns
28116,White resigns
14289,White resigns
56176,White resigns
39047,White resigns
59916,White resigns
9121,White resigns
59971,White resigns
68069,White resigns
63115,White resigns
712,White resigns
35536,White resigns
20514,White resigns
60633,White resigns
25827,White resigns
47612,White resigns
13503,White resigns
74122,White resigns
12784,White resigns
27430,White resigns
16441,White resigns
63311,White resigns
15204,White resigns
42775,White resigns
42863,White resigns
32095,White resigns
32258,White resigns
20965,White resigns
926,White resigns
80312,White resigns
34293,White resigns
70898,White resigns
6965,White resigns
52868,White resigns
28300,White resigns
45645,White resigns
29198,White resigns
75618,White resigns
10751,White resigns
53657,White resigns
19581,White resigns
51658,White resigns
35457,White resigns
19092,White resigns
7666,White resigns
72739,White resigns
14617,White resigns
34563,White resigns
51990,White resigns
48006,White resigns
42797,White resigns
30589,White resigns
45525,White resigns
7276,White resigns
8895,White resigns
74894,White resigns
58646,White resigns
30459,White resigns
65698,White resigns
70102,White resigns
5140,White resigns
47662,White resigns
29255,White resigns
47844,White resigns
71171,White resigns
2542,White resigns
4229,White resigns
77593,White resigns
60852,White resigns
49891,White resigns
19122,White resigns
66401,White resigns
60822,White resigns
28451,White resigns
38509,White resigns
61299,White resigns
67759,White resigns
52327,White resigns
25651,White resigns
16142,White resigns
74947,White resigns
68198,White resigns
58855,White resigns
45010,White resigns
14020,White resigns
76134,White resigns
2512,White resigns
16327,White resigns
10321,White resigns
52540,White resigns
17360,White resigns
5259,White resigns
64739,White resigns
12862,White resigns
53075,White resigns
26169,White resigns
22726,White resigns
4831,White resigns
1942,White resigns
62986,White resigns
27454,White resigns
17478,White resigns
47896,White resigns
31663,White resigns
74616,White resigns
49906,White resigns
64680,White resigns
76440,White resigns
75326,White resigns
29571,White resigns
15959,White resigns
59779,White resigns
6916,White resigns
73041,White resigns
36618,White resigns
73558,White resigns
14718,White resigns
467,White resigns
55064,White resigns
40315,White resigns
8547,White resigns
28578,White resigns
4701,White resigns
26654,White resigns
8356,White resigns
30762,White resigns
37344,White resigns
30936,White resigns
454,White resigns
26254,White resigns
58366,White resigns
29136,White resigns
48974,White resigns
49282,White resigns
64770,White resigns
34014,White resigns
4609,White resigns
44765,White resigns
67050,White resigns
14880,White resigns
68002,White resigns
59762,White resigns
57671,White resigns
40682,White resigns
52047,White resigns
11979,White resigns
19984,White resigns
25216,White resigns
46868,White resigns
5605,White resigns
54142,White resigns
54155,White resigns
73280,White resigns
37230,White resigns
15123,White resigns
58856,White resigns
10552,White resigns
66569,White resigns
27340,White resigns
17001,White resigns
19360,White resigns
14154,White resigns
66865,White resigns
33739,White resigns
27472,White resigns
79813,White resigns
40568,White resigns
37501,White resigns
42139,White resigns
33378,White resigns
41724,White resigns
3269,White resigns
55171,White resigns
65805,White resigns
21898,White resigns
32488,White resigns
37196,White resigns
55076,White resigns
23398,White resigns
33293,White resigns
36661,White resigns
707,White resigns
52963,White resigns
61113,White resigns
39779,White resigns
44780,White resigns
74192,White resigns
22128,White resigns
57981,White resigns
61517,White resigns
71405,White resigns
45561,White resigns
38074,White resigns
72394,White resigns
27282,White resigns
7981,White resigns
76289,White resigns
47931,White resigns
39107,White resigns
65618,White resigns
23195,White resigns
48568,White resigns
62494,White resigns
22136,White resigns
77022,White resigns
27443,White resigns
60650,White resigns
49919,White resigns
71883,White resigns
69902,White resigns
22947,White resigns
46213,White resigns
15436,White resigns
25894,White resigns
6862,White resigns
20933,White resigns
7774,White resigns
45328,White resigns
64548,White resigns
29819,White resigns
29299,White resigns
51669,White resigns
5165,White resigns
52859,White resigns
66803,White resigns
61227,White resigns
49084,White resigns
42343,White resigns
16358,White resigns
25097,White resigns
30299,White resigns
71674,White resigns
79928,White resigns
37927,White resigns
21623,White resigns
77340,White resigns
12073,White resigns
5869,White resigns
11631,White resigns
60437,White resigns
47510,White resigns
19320,White resigns
75473,White resigns
19603,White resigns
444,White resigns
17312,White resigns
79693,White resigns
44571,White resigns
742,White resigns
79683,White resigns
78367,White resigns
41890,White resigns
32530,White resigns
68533,White resigns
17469,White resigns
40627,White resigns
43200,White resigns
70423,White resigns
3377,White resigns
24394,White resigns
16009,White resigns
26788,White resigns
14723,White resigns
10482,White resigns
72434,White resigns
5568,White resigns
30389,White resigns
52885,White resigns
10622,White resigns
37116,White resigns
55571,White resigns
40397,White resigns
43786,White resigns
40046,White resigns
54932,White resigns
52910,White resigns
13584,White resigns
63855,White resigns
11650,White resigns
22219,White resigns
10475,White resigns
15529,White resigns
79673,White resigns
76808,White resigns
2759,White resigns
9826,White resigns
24884,White resigns
32919,White resigns
3868,White resigns
40960,White resigns
40974,White resigns
9637,White resigns
19954,White resigns
48052,White resigns
72989,White resigns
45193,White resigns
9743,White resigns
72054,White resigns
34006,White resigns
57428,White resigns
53364,White resigns
63277,White resigns
57955,White resigns
51955,White resigns
47930,White resigns
51414,White resigns
46643,White resigns
57574,White resigns
38038,White resigns
6034,White resigns
50793,White resigns
22653,White resigns
77732,White resigns
51406,White resigns
3905,White resigns
73914,White resigns
79660,White resigns
16585,White resigns
68853,White resigns
15433,White resigns
76204,White resigns
37650,White resigns
27817,White resigns
76748,White resigns
67305,White resigns
56095,White resigns
43788,White resigns
26295,White resigns
24621,White resigns
2374,White resigns
35221,White resigns
35742,White resigns
50134,White resigns
7685,White resigns
55839,White resigns
